Date,Open,High,Low,Close,Adj Close,Volume,국고채(3년),국고채(3년)-월복리
2022-01-03,4778.140137,4796.640137,4758.169922,4796.560059,4796.560059,3831020000,2.939,0.09399826231359687
2022-01-04,4804.509766,4818.620117,4774.27002,4793.540039,4793.540039,4683170000,2.939,0.09399826231359687
2022-01-05,4787.990234,4797.700195,4699.439941,4700.580078,4700.580078,4887960000,2.939,0.09399826231359687
2022-01-06,4693.390137,4725.009766,4671.259766,4696.049805,4696.049805,4295280000,2.939,0.09399826231359687
2022-01-07,4697.660156,4707.950195,4662.740234,4677.029785,4677.029785,4181510000,2.939,0.09399826231359687
2022-01-10,4655.339844,4673.02002,4582.240234,4670.290039,4670.290039,4511810000,2.939,0.09399826231359687
2022-01-11,4669.140137,4714.129883,4638.27002,4713.069824,4713.069824,4101590000,2.939,0.09399826231359687
2022-01-12,4728.589844,4748.830078,4706.709961,4726.350098,4726.350098,4048220000,2.939,0.09399826231359687
2022-01-13,4733.560059,4744.129883,4650.290039,4659.029785,4659.029785,4251730000,2.939,0.09399826231359687
2022-01-14,4637.990234,4665.129883,4614.75,4662.850098,4662.850098,4338490000,2.939,0.09399826231359687
2022-01-18,4632.240234,4632.240234,4568.700195,4577.109863,4577.109863,4748700000,2.939,0.09399826231359687
2022-01-19,4588.029785,4611.549805,4530.200195,4532.759766,4532.759766,4465740000,2.939,0.09399826231359687
2022-01-20,4547.350098,4602.109863,4477.950195,4482.72998,4482.72998,4640870000,2.939,0.09399826231359687
2022-01-21,4471.379883,4494.52002,4395.339844,4397.939941,4397.939941,5589100000,2.939,0.09399826231359687
2022-01-24,4356.319824,4417.350098,4222.620117,4410.129883,4410.129883,6928110000,2.939,0.09399826231359687
2022-01-25,4366.640137,4411.009766,4287.109863,4356.450195,4356.450195,5145050000,2.939,0.09399826231359687
2022-01-26,4408.430176,4453.22998,4304.799805,4349.930176,4349.930176,5570640000,2.939,0.09399826231359687
2022-01-27,4380.580078,4428.740234,4309.5,4326.509766,4326.509766,5214200000,2.939,0.09399826231359687
2022-01-28,4336.189941,4432.720215,4292.459961,4431.850098,4431.850098,5031090000,2.939,0.09399826231359687
2022-01-31,4431.790039,4516.890137,4414.02002,4515.549805,4515.549805,5098610000,2.939,0.09399826231359687
2022-02-01,4519.569824,4550.490234,4483.529785,4546.540039,4546.540039,4816830000,2.939,0.09399826231359687
2022-02-02,4566.390137,4595.310059,4544.319824,4589.379883,4589.379883,4481580000,2.939,0.09399826231359687
2022-02-03,4535.410156,4542.879883,4470.390137,4477.439941,4477.439941,4401970000,2.939,0.09399826231359687
2022-02-04,4482.790039,4539.660156,4451.5,4500.529785,4500.529785,4706290000,2.939,0.09399826231359687
2022-02-07,4505.75,4521.859863,4471.470215,4483.870117,4483.870117,4228480000,2.939,0.09399826231359687
2022-02-08,4480.02002,4531.319824,4465.399902,4521.540039,4521.540039,4459620000,2.939,0.09399826231359687
2022-02-09,4547.0,4590.029785,4547.0,4587.180176,4587.180176,4524350000,2.939,0.09399826231359687
2022-02-10,4553.240234,4588.919922,4484.310059,4504.080078,4504.080078,5314860000,2.939,0.09399826231359687
2022-02-11,4506.27002,4526.330078,4401.410156,4418.640137,4418.640137,5251500000,2.939,0.09399826231359687
2022-02-14,4412.609863,4426.220215,4364.839844,4401.669922,4401.669922,4600390000,2.939,0.09399826231359687
2022-02-15,4429.279785,4472.77002,4429.279785,4471.069824,4471.069824,4430830000,2.939,0.09399826231359687
2022-02-16,4455.75,4489.549805,4429.680176,4475.009766,4475.009766,4283640000,2.939,0.09399826231359687
2022-02-17,4456.060059,4456.060059,4373.810059,4380.259766,4380.259766,4539420000,2.939,0.09399826231359687
2022-02-18,4384.569824,4394.600098,4327.220215,4348.870117,4348.870117,4708060000,2.939,0.09399826231359687
2022-02-22,4332.740234,4362.120117,4267.109863,4304.759766,4304.759766,5121900000,2.939,0.09399826231359687
2022-02-23,4324.930176,4341.509766,4221.509766,4225.5,4225.5,4797430000,2.939,0.09399826231359687
2022-02-24,4155.77002,4294.72998,4114.649902,4288.700195,4288.700195,6752130000,2.939,0.09399826231359687
2022-02-25,4298.379883,4385.339844,4286.830078,4384.649902,4384.649902,5177060000,2.939,0.09399826231359687
2022-02-28,4354.169922,4388.839844,4315.120117,4373.939941,4373.939941,6071370000,2.939,0.09399826231359687
2022-03-01,4363.140137,4378.450195,4279.540039,4306.259766,4306.259766,5846230000,2.939,0.09399826231359687
2022-03-02,4322.560059,4401.47998,4322.560059,4386.540039,4386.540039,5337870000,2.939,0.09399826231359687
2022-03-03,4401.310059,4416.779785,4345.560059,4363.490234,4363.490234,5039890000,2.939,0.09399826231359687
2022-03-04,4342.120117,4342.120117,4284.97998,4328.870117,4328.870117,5797380000,2.939,0.09399826231359687
2022-03-07,4327.009766,4327.009766,4199.850098,4201.089844,4201.089844,6940470000,2.939,0.09399826231359687
2022-03-08,4202.660156,4276.939941,4157.870117,4170.700195,4170.700195,7243120000,2.939,0.09399826231359687
2022-03-09,4223.100098,4299.399902,4223.100098,4277.879883,4277.879883,5662670000,2.939,0.09399826231359687
2022-03-10,4252.549805,4268.279785,4209.799805,4259.52002,4259.52002,4980830000,2.939,0.09399826231359687
2022-03-11,4279.5,4291.009766,4200.490234,4204.310059,4204.310059,4938640000,2.939,0.09399826231359687
2022-03-14,4202.75,4247.569824,4161.720215,4173.109863,4173.109863,5574920000,2.939,0.09399826231359687
2022-03-15,4188.819824,4271.049805,4187.899902,4262.450195,4262.450195,5392470000,2.939,0.09399826231359687
2022-03-16,4288.140137,4358.899902,4251.990234,4357.859863,4357.859863,6309750000,2.939,0.09399826231359687
2022-03-17,4345.109863,4412.669922,4335.649902,4411.669922,4411.669922,4985090000,2.939,0.09399826231359687
2022-03-18,4407.339844,4465.399902,4390.569824,4463.120117,4463.120117,8278430000,2.939,0.09399826231359687
2022-03-21,4462.399902,4481.75,4424.299805,4461.180176,4461.180176,4869820000,2.939,0.09399826231359687
2022-03-22,4469.100098,4522.0,4469.100098,4511.609863,4511.609863,4754840000,2.939,0.09399826231359687
2022-03-23,4493.100098,4501.069824,4455.810059,4456.240234,4456.240234,4550670000,2.939,0.09399826231359687
2022-03-24,4469.97998,4520.580078,4465.169922,4520.160156,4520.160156,4131390000,2.939,0.09399826231359687
2022-03-25,4522.910156,4546.029785,4501.069824,4543.060059,4543.060059,4305020000,2.939,0.09399826231359687
2022-03-28,4541.089844,4575.649902,4517.689941,4575.52002,4575.52002,4312260000,2.939,0.09399826231359687
2022-03-29,4602.859863,4637.299805,4589.660156,4631.600098,4631.600098,5085910000,2.939,0.09399826231359687
2022-03-30,4624.200195,4627.77002,4581.319824,4602.450195,4602.450195,4385570000,2.939,0.09399826231359687
2022-03-31,4599.02002,4603.069824,4530.410156,4530.410156,4530.410156,4823020000,2.939,0.09399826231359687
2022-04-01,4540.319824,4548.700195,4507.569824,4545.859863,4545.859863,4562940000,2.939,0.09399826231359687
2022-04-04,4547.970215,4583.5,4539.209961,4582.640137,4582.640137,4547350000,2.939,0.09399826231359687
2022-04-05,4572.450195,4593.450195,4514.169922,4525.120117,4525.120117,4800620000,2.939,0.09399826231359687
2022-04-06,4494.169922,4503.939941,4450.040039,4481.149902,4481.149902,4986830000,2.939,0.09399826231359687
2022-04-07,4474.649902,4521.160156,4450.299805,4500.209961,4500.209961,4821490000,2.939,0.09399826231359687
2022-04-08,4494.149902,4520.410156,4474.600098,4488.279785,4488.279785,4083200000,2.939,0.09399826231359687
2022-04-11,4462.640137,4464.350098,4408.379883,4412.529785,4412.529785,4266290000,2.939,0.09399826231359687
2022-04-12,4437.589844,4471.0,4381.339844,4397.450195,4397.450195,4152090000,2.939,0.09399826231359687
2022-04-13,4394.299805,4453.919922,4392.700195,4446.589844,4446.589844,3828150000,2.939,0.09399826231359687
2022-04-14,4449.120117,4460.459961,4390.77002,4392.589844,4392.589844,4083090000,2.939,0.09399826231359687
2022-04-18,4385.629883,4410.310059,4370.299805,4391.689941,4391.689941,3910490000,2.939,0.09399826231359687
2022-04-19,4390.629883,4471.029785,4390.629883,4462.209961,4462.209961,4108120000,2.939,0.09399826231359687
2022-04-20,4472.259766,4488.290039,4448.759766,4459.450195,4459.450195,4290450000,2.939,0.09399826231359687
2022-04-21,4489.169922,4512.939941,4384.470215,4393.660156,4393.660156,4636890000,2.939,0.09399826231359687
2022-04-22,4385.830078,4385.830078,4267.620117,4271.779785,4271.779785,4651940000,2.939,0.09399826231359687
2022-04-25,4255.339844,4299.02002,4200.819824,4296.120117,4296.120117,5240040000,2.939,0.09399826231359687
2022-04-26,4278.140137,4278.140137,4175.040039,4175.200195,4175.200195,4689970000,2.939,0.09399826231359687
2022-04-27,4186.52002,4240.709961,4162.899902,4183.959961,4183.959961,4769680000,2.939,0.09399826231359687
2022-04-28,4222.580078,4308.450195,4188.629883,4287.5,4287.5,4854180000,2.939,0.09399826231359687
2022-04-29,4253.75,4269.680176,4124.279785,4131.930176,4131.930176,5084030000,2.939,0.09399826231359687
2022-05-02,4130.609863,4169.810059,4062.51001,4155.379883,4155.379883,5163790000,2.939,0.09399826231359687
2022-05-03,4159.779785,4200.100098,4147.080078,4175.47998,4175.47998,4582050000,2.939,0.09399826231359687
2022-05-04,4181.180176,4307.660156,4148.910156,4300.169922,4300.169922,5136360000,2.939,0.09399826231359687
2022-05-05,4270.430176,4270.430176,4106.009766,4146.870117,4146.870117,5077030000,2.939,0.09399826231359687
2022-05-06,4128.169922,4157.689941,4067.909912,4123.339844,4123.339844,5116940000,2.939,0.09399826231359687
2022-05-09,4081.27002,4081.27002,3975.47998,3991.23999,3991.23999,5954520000,2.939,0.09399826231359687
2022-05-10,4035.179932,4068.820068,3958.169922,4001.050049,4001.050049,5885820000,2.939,0.09399826231359687
2022-05-11,3990.080078,4049.090088,3928.820068,3935.179932,3935.179932,5816140000,2.939,0.09399826231359687
2022-05-12,3903.949951,3964.800049,3858.870117,3930.080078,3930.080078,6286450000,2.939,0.09399826231359687
2022-05-13,3963.899902,4038.879883,3963.899902,4023.889893,4023.889893,5183340000,2.939,0.09399826231359687
2022-05-16,4013.02002,4046.459961,3983.98999,4008.01001,4008.01001,4415030000,2.939,0.09399826231359687
2022-05-17,4052.0,4090.719971,4033.929932,4088.850098,4088.850098,4841410000,2.939,0.09399826231359687
2022-05-18,4051.97998,4051.97998,3911.909912,3923.679932,3923.679932,5103220000,2.939,0.09399826231359687
2022-05-19,3899.0,3945.959961,3876.580078,3900.790039,3900.790039,5113550000,2.939,0.09399826231359687
2022-05-20,3927.76001,3943.419922,3810.320068,3901.360107,3901.360107,5130730000,2.939,0.09399826231359687
2022-05-23,3919.419922,3981.879883,3909.040039,3973.75,3973.75,4420030000,2.939,0.09399826231359687
2022-05-24,3942.939941,3955.679932,3875.129883,3941.47998,3941.47998,4923190000,2.939,0.09399826231359687
2022-05-25,3929.590088,3999.330078,3925.030029,3978.72998,3978.72998,4802560000,2.939,0.09399826231359687
2022-05-26,3984.600098,4075.139893,3984.600098,4057.840088,4057.840088,4709970000,2.939,0.09399826231359687
2022-05-27,4077.429932,4158.490234,4077.429932,4158.240234,4158.240234,4375620000,2.939,0.09399826231359687
2022-05-31,4151.089844,4168.339844,4104.879883,4132.149902,4132.149902,6822640000,2.939,0.09399826231359687
2022-06-01,4149.779785,4166.540039,4073.850098,4101.22998,4101.22998,4531800000,2.939,0.09399826231359687
2022-06-02,4095.409912,4177.509766,4074.370117,4176.819824,4176.819824,4405790000,2.939,0.09399826231359687
2022-06-03,4137.569824,4142.669922,4098.669922,4108.540039,4108.540039,3711110000,2.939,0.09399826231359687
2022-06-06,4134.720215,4168.779785,4109.180176,4121.430176,4121.430176,4332700000,2.939,0.09399826231359687
2022-06-07,4096.470215,4164.859863,4080.189941,4160.680176,4160.680176,4248210000,2.939,0.09399826231359687
2022-06-08,4147.120117,4160.140137,4107.200195,4115.77002,4115.77002,4159470000,2.939,0.09399826231359687
2022-06-09,4101.649902,4119.100098,4017.169922,4017.820068,4017.820068,4134170000,2.939,0.09399826231359687
2022-06-10,3974.389893,3974.389893,3900.159912,3900.860107,3900.860107,4889640000,2.939,0.09399826231359687
2022-06-13,3838.149902,3838.149902,3734.300049,3749.629883,3749.629883,5636890000,2.939,0.09399826231359687
2022-06-14,3763.52002,3778.179932,3705.679932,3735.47998,3735.47998,5153890000,2.939,0.09399826231359687
2022-06-15,3764.050049,3837.560059,3722.300049,3789.98999,3789.98999,5530480000,2.939,0.09399826231359687
2022-06-16,3728.179932,3728.179932,3639.77002,3666.77002,3666.77002,5644930000,2.939,0.09399826231359687
2022-06-17,3665.899902,3707.709961,3636.870117,3674.840088,3674.840088,8520740000,2.939,0.09399826231359687
2022-06-21,3715.310059,3779.649902,3715.310059,3764.790039,3764.790039,5292260000,2.939,0.09399826231359687
2022-06-22,3733.889893,3801.790039,3717.689941,3759.889893,3759.889893,5058990000,2.939,0.09399826231359687
2022-06-23,3774.709961,3802.580078,3743.52002,3795.72998,3795.72998,5098640000,2.939,0.09399826231359687
2022-06-24,3821.75,3913.649902,3821.75,3911.73999,3911.73999,8120260000,2.939,0.09399826231359687
2022-06-27,3920.76001,3927.719971,3889.659912,3900.110107,3900.110107,4325310000,2.939,0.09399826231359687
2022-06-28,3913.0,3945.860107,3820.139893,3821.550049,3821.550049,4270120000,2.939,0.09399826231359687
2022-06-29,3825.090088,3836.5,3799.02002,3818.830078,3818.830078,4211240000,2.939,0.09399826231359687
2022-06-30,3785.98999,3818.98999,3738.669922,3785.379883,3785.379883,4840070000,2.939,0.09399826231359687
2022-07-01,3781.0,3829.820068,3752.100098,3825.330078,3825.330078,4046950000,2.939,0.09399826231359687
2022-07-05,3792.610107,3832.189941,3742.060059,3831.389893,3831.389893,5076590000,2.939,0.09399826231359687
2022-07-06,3831.97998,3870.909912,3809.370117,3845.080078,3845.080078,4417720000,2.939,0.09399826231359687
2022-07-07,3858.850098,3910.629883,3858.850098,3902.620117,3902.620117,4057770000,2.939,0.09399826231359687
2022-07-08,3888.26001,3918.5,3869.340088,3899.379883,3899.379883,3521620000,2.939,0.09399826231359687
2022-07-11,3880.939941,3880.939941,3847.219971,3854.429932,3854.429932,3423480000,2.939,0.09399826231359687
2022-07-12,3851.949951,3873.409912,3802.360107,3818.800049,3818.800049,3817210000,2.939,0.09399826231359687
2022-07-13,3779.669922,3829.439941,3759.070068,3801.780029,3801.780029,4109390000,2.939,0.09399826231359687
2022-07-14,3763.98999,3796.409912,3721.560059,3790.379883,3790.379883,4199690000,2.939,0.09399826231359687
2022-07-15,3818.0,3863.620117,3817.179932,3863.159912,3863.159912,4143800000,2.939,0.09399826231359687
2022-07-18,3883.790039,3902.439941,3818.629883,3830.850098,3830.850098,4046870000,2.939,0.09399826231359687
2022-07-19,3860.72998,3939.810059,3860.72998,3936.689941,3936.689941,4041070000,2.939,0.09399826231359687
2022-07-20,3935.320068,3974.129883,3922.030029,3959.899902,3959.899902,4185300000,2.939,0.09399826231359687
2022-07-21,3955.469971,3999.290039,3927.639893,3998.949951,3998.949951,4132790000,2.939,0.09399826231359687
2022-07-22,3998.429932,4012.439941,3938.860107,3961.629883,3961.629883,3979240000,2.939,0.09399826231359687
2022-07-25,3965.719971,3975.300049,3943.459961,3966.840088,3966.840088,3568340000,2.939,0.09399826231359687
2022-07-26,3953.219971,3953.219971,3910.73999,3921.050049,3921.050049,3778950000,2.939,0.09399826231359687
2022-07-27,3951.429932,4039.560059,3951.429932,4023.610107,4023.610107,4112180000,2.939,0.09399826231359687
2022-07-28,4026.129883,4078.949951,3992.969971,4072.429932,4072.429932,4413000000,2.939,0.09399826231359687
2022-07-29,4087.330078,4140.149902,4079.219971,4130.290039,4130.290039,4616360000,2.939,0.09399826231359687
2022-08-01,4112.379883,4144.950195,4096.02002,4118.629883,4118.629883,4202810000,2.939,0.09399826231359687
2022-08-02,4104.209961,4140.470215,4079.810059,4091.189941,4091.189941,4727710000,2.939,0.09399826231359687
2022-08-03,4107.959961,4167.660156,4107.959961,4155.169922,4155.169922,4351760000,2.939,0.09399826231359687
2022-08-04,4154.850098,4161.290039,4135.419922,4151.939941,4151.939941,4283320000,2.939,0.09399826231359687
2022-08-05,4115.870117,4151.580078,4107.310059,4145.189941,4145.189941,4085940000,2.939,0.09399826231359687
2022-08-08,4155.930176,4186.620117,4128.970215,4140.060059,4140.060059,4221090000,2.939,0.09399826231359687
2022-08-09,4133.109863,4137.299805,4112.089844,4122.470215,4122.470215,3913090000,2.939,0.09399826231359687
2022-08-10,4181.02002,4211.029785,4177.259766,4210.240234,4210.240234,4546010000,2.939,0.09399826231359687
2022-08-11,4227.399902,4257.910156,4201.410156,4207.27002,4207.27002,4630200000,2.939,0.09399826231359687
2022-08-12,4225.02002,4280.470215,4219.779785,4280.149902,4280.149902,3788010000,2.939,0.09399826231359687
2022-08-15,4269.370117,4301.790039,4256.899902,4297.140137,4297.140137,3696830000,2.939,0.09399826231359687
2022-08-16,4290.459961,4325.279785,4277.77002,4305.200195,4305.200195,4329820000,2.939,0.09399826231359687
2022-08-17,4280.399902,4302.180176,4253.080078,4274.040039,4274.040039,3885030000,2.939,0.09399826231359687
2022-08-18,4273.129883,4292.529785,4261.97998,4283.740234,4283.740234,3340330000,2.939,0.09399826231359687
2022-08-19,4266.310059,4266.310059,4218.700195,4228.47998,4228.47998,3761340000,2.939,0.09399826231359687
2022-08-22,4195.080078,4195.080078,4129.859863,4137.990234,4137.990234,3907430000,2.939,0.09399826231359687
2022-08-23,4133.089844,4159.77002,4124.029785,4128.72998,4128.72998,3823520000,2.939,0.09399826231359687
2022-08-24,4126.549805,4156.560059,4119.970215,4140.77002,4140.77002,3583630000,2.939,0.09399826231359687
2022-08-25,4153.259766,4200.540039,4147.589844,4199.120117,4199.120117,3566870000,2.939,0.09399826231359687
2022-08-26,4198.740234,4203.040039,4057.659912,4057.659912,4057.659912,3832750000,2.939,0.09399826231359687
2022-08-29,4034.580078,4062.98999,4017.419922,4030.610107,4030.610107,3396510000,2.939,0.09399826231359687
2022-08-30,4041.25,4044.97998,3965.209961,3986.159912,3986.159912,3835860000,2.939,0.09399826231359687
2022-08-31,4000.669922,4015.370117,3954.530029,3955.0,3955.0,4542490000,2.939,0.09399826231359687
2022-09-01,3936.72998,3970.22998,3903.649902,3966.850098,3966.850098,4152250000,2.939,0.09399826231359687
2022-09-02,3994.659912,4018.429932,3906.209961,3924.26001,3924.26001,3665850000,2.939,0.09399826231359687
2022-09-06,3930.889893,3942.550049,3886.75,3908.189941,3908.189941,4127340000,2.939,0.09399826231359687
2022-09-07,3909.429932,3987.889893,3906.030029,3979.870117,3979.870117,3890320000,2.939,0.09399826231359687
2022-09-08,3959.939941,4010.5,3944.810059,4006.179932,4006.179932,3966850000,2.939,0.09399826231359687
2022-09-09,4022.939941,4076.810059,4022.939941,4067.360107,4067.360107,3901940000,2.939,0.09399826231359687
2022-09-12,4083.669922,4119.279785,4083.669922,4110.410156,4110.410156,3814200000,2.939,0.09399826231359687
2022-09-13,4037.120117,4037.120117,3921.280029,3932.689941,3932.689941,4224550000,2.939,0.09399826231359687
2022-09-14,3940.72998,3961.939941,3912.179932,3946.01001,3946.01001,4293240000,2.939,0.09399826231359687
2022-09-15,3932.409912,3959.139893,3888.280029,3901.350098,3901.350098,4441830000,2.939,0.09399826231359687
2022-09-16,3880.949951,3880.949951,3837.080078,3873.330078,3873.330078,7954650000,2.939,0.09399826231359687
2022-09-19,3849.909912,3900.449951,3838.5,3899.889893,3899.889893,3766850000,2.939,0.09399826231359687
2022-09-20,3875.22998,3876.01001,3827.540039,3855.929932,3855.929932,4058050000,2.939,0.09399826231359687
2022-09-21,3871.399902,3907.070068,3789.48999,3789.929932,3789.929932,4078330000,2.939,0.09399826231359687
2022-09-22,3782.360107,3790.899902,3749.449951,3757.98999,3757.98999,4284600000,2.939,0.09399826231359687
2022-09-23,3727.139893,3727.139893,3647.469971,3693.22998,3693.22998,5144270000,2.939,0.09399826231359687
2022-09-26,3682.719971,3715.669922,3644.76001,3655.040039,3655.040039,4886140000,2.939,0.09399826231359687
2022-09-27,3686.439941,3717.530029,3623.290039,3647.290039,3647.290039,4577740000,2.939,0.09399826231359687
2022-09-28,3651.939941,3736.73999,3640.610107,3719.040039,3719.040039,4684850000,2.939,0.09399826231359687
2022-09-29,3687.01001,3687.01001,3610.399902,3640.469971,3640.469971,4681810000,2.939,0.09399826231359687
2022-09-30,3633.47998,3671.439941,3584.129883,3585.620117,3585.620117,5645360000,2.939,0.09399826231359687
2022-10-03,3609.780029,3698.350098,3604.929932,3678.429932,3678.429932,4806680000,2.939,0.09399826231359687
2022-10-04,3726.459961,3791.919922,3726.459961,3790.929932,3790.929932,5146580000,2.939,0.09399826231359687
2022-10-05,3753.25,3806.909912,3722.659912,3783.280029,3783.280029,4293180000,2.939,0.09399826231359687
2022-10-06,3771.969971,3797.929932,3739.219971,3744.52002,3744.52002,4252100000,2.939,0.09399826231359687
2022-10-07,3706.73999,3706.73999,3620.72998,3639.659912,3639.659912,4449660000,2.939,0.09399826231359687
2022-10-10,3647.51001,3652.169922,3588.100098,3612.389893,3612.389893,3834320000,2.939,0.09399826231359687
2022-10-11,3595.860107,3640.659912,3568.449951,3588.840088,3588.840088,4759030000,2.939,0.09399826231359687
2022-10-12,3590.830078,3608.340088,3573.860107,3577.030029,3577.030029,4006830000,2.939,0.09399826231359687
2022-10-13,3520.370117,3685.409912,3491.580078,3669.909912,3669.909912,5021680000,2.939,0.09399826231359687
2022-10-14,3690.409912,3712.0,3579.679932,3583.070068,3583.070068,4243030000,2.939,0.09399826231359687
2022-10-17,3638.649902,3689.72998,3638.649902,3677.949951,3677.949951,4352780000,2.939,0.09399826231359687
2022-10-18,3746.26001,3762.790039,3686.530029,3719.97998,3719.97998,4483740000,2.939,0.09399826231359687
2022-10-19,3703.110107,3728.580078,3666.51001,3695.159912,3695.159912,4223800000,2.939,0.09399826231359687
2022-10-20,3689.050049,3736.0,3656.439941,3665.780029,3665.780029,4496620000,2.939,0.09399826231359687
2022-10-21,3657.100098,3757.889893,3647.419922,3752.75,3752.75,5078020000,2.939,0.09399826231359687
2022-10-24,3762.01001,3810.73999,3741.649902,3797.340088,3797.340088,4747930000,2.939,0.09399826231359687
2022-10-25,3799.439941,3862.850098,3799.439941,3859.110107,3859.110107,4843120000,2.939,0.09399826231359687
2022-10-26,3825.969971,3886.149902,3824.070068,3830.600098,3830.600098,4817310000,2.939,0.09399826231359687
2022-10-27,3834.689941,3859.949951,3803.790039,3807.300049,3807.300049,4687320000,2.939,0.09399826231359687
2022-10-28,3808.26001,3905.419922,3808.26001,3901.060059,3901.060059,4459410000,2.939,0.09399826231359687
2022-10-31,3881.850098,3893.72998,3863.179932,3871.97998,3871.97998,4820620000,2.939,0.09399826231359687
2022-11-01,3901.790039,3911.790039,3843.800049,3856.100098,3856.100098,4481210000,2.939,0.09399826231359687
2022-11-02,3852.899902,3894.439941,3758.679932,3759.689941,3759.689941,4899000000,2.939,0.09399826231359687
2022-11-03,3733.25,3750.590088,3698.149902,3719.889893,3719.889893,4625290000,2.939,0.09399826231359687
2022-11-04,3766.97998,3796.340088,3708.840088,3770.550049,3770.550049,5400180000,2.939,0.09399826231359687
2022-11-07,3780.709961,3813.949951,3764.699951,3806.800049,3806.800049,4341620000,2.939,0.09399826231359687
2022-11-08,3817.02002,3859.399902,3786.280029,3828.110107,3828.110107,4607640000,2.939,0.09399826231359687
